Date,State,Name,Type,Count,date.fmt,count.fmt,text
2020-05-01,wb,West Bengal,New Cases,37,May  1,37,May  1: 37 New Cases
2020-05-02,wb,West Bengal,New Cases,127,May  2,127,May  2: 127 New Cases
2020-05-03,wb,West Bengal,New Cases,276,May  3,276,May  3: 276 New Cases
2020-05-04,wb,West Bengal,New Cases,61,May  4,61,May  4: 61 New Cases
2020-05-05,wb,West Bengal,New Cases,85,May  5,85,May  5: 85 New Cases
2020-05-06,wb,West Bengal,New Cases,112,May  6,112,May  6: 112 New Cases
2020-05-07,wb,West Bengal,New Cases,92,May  7,92,May  7: 92 New Cases
2020-05-08,wb,West Bengal,New Cases,130,May  8,130,May  8: 130 New Cases
2020-05-09,wb,West Bengal,New Cases,108,May  9,108,May  9: 108 New Cases
2020-05-10,wb,West Bengal,New Cases,153,May 10,153,May 10: 153 New Cases
2020-05-11,wb,West Bengal,New Cases,124,May 11,124,May 11: 124 New Cases
2020-05-12,wb,West Bengal,New Cases,110,May 12,110,May 12: 110 New Cases
2020-05-13,wb,West Bengal,New Cases,117,May 13,117,May 13: 117 New Cases
2020-05-14,wb,West Bengal,New Cases,87,May 14,87,May 14: 87 New Cases
2020-05-15,wb,West Bengal,New Cases,84,May 15,84,May 15: 84 New Cases
2020-05-16,wb,West Bengal,New Cases,115,May 16,115,May 16: 115 New Cases
2020-05-17,wb,West Bengal,New Cases,101,May 17,101,May 17: 101 New Cases
2020-05-18,wb,West Bengal,New Cases,147,May 18,147,May 18: 147 New Cases
2020-05-19,wb,West Bengal,New Cases,137,May 19,137,May 19: 137 New Cases
2020-05-20,wb,West Bengal,New Cases,142,May 20,142,May 20: 142 New Cases
2020-05-21,wb,West Bengal,New Cases,94,May 21,94,May 21: 94 New Cases
2020-05-22,wb,West Bengal,New Cases,135,May 22,135,May 22: 135 New Cases
2020-05-23,wb,West Bengal,New Cases,127,May 23,127,May 23: 127 New Cases
2020-05-24,wb,West Bengal,New Cases,208,May 24,208,May 24: 208 New Cases
2020-05-25,wb,West Bengal,New Cases,149,May 25,149,May 25: 149 New Cases
2020-05-26,wb,West Bengal,New Cases,193,May 26,193,May 26: 193 New Cases
2020-05-27,wb,West Bengal,New Cases,183,May 27,183,May 27: 183 New Cases
2020-05-28,wb,West Bengal,New Cases,344,May 28,344,May 28: 344 New Cases
2020-05-29,wb,West Bengal,New Cases,277,May 29,277,May 29: 277 New Cases
2020-05-30,wb,West Bengal,New Cases,317,May 30,317,May 30: 317 New Cases
2020-05-31,wb,West Bengal,New Cases,371,May 31,371,May 31: 371 New Cases
2020-06-01,wb,West Bengal,New Cases,271,Jun  1,271,Jun  1: 271 New Cases
2020-06-02,wb,West Bengal,New Cases,396,Jun  2,396,Jun  2: 396 New Cases
2020-06-03,wb,West Bengal,New Cases,340,Jun  3,340,Jun  3: 340 New Cases
2020-06-04,wb,West Bengal,New Cases,368,Jun  4,368,Jun  4: 368 New Cases
2020-06-05,wb,West Bengal,New Cases,427,Jun  5,427,Jun  5: 427 New Cases
2020-06-06,wb,West Bengal,New Cases,435,Jun  6,435,Jun  6: 435 New Cases
2020-06-07,wb,West Bengal,New Cases,449,Jun  7,449,Jun  7: 449 New Cases
2020-06-08,wb,West Bengal,New Cases,426,Jun  8,426,Jun  8: 426 New Cases
2020-06-09,wb,West Bengal,New Cases,372,Jun  9,372,Jun  9: 372 New Cases
2020-06-10,wb,West Bengal,New Cases,343,Jun 10,343,Jun 10: 343 New Cases
2020-06-11,wb,West Bengal,New Cases,440,Jun 11,440,Jun 11: 440 New Cases
2020-06-12,wb,West Bengal,New Cases,476,Jun 12,476,Jun 12: 476 New Cases
2020-06-13,wb,West Bengal,New Cases,454,Jun 13,454,Jun 13: 454 New Cases
2020-06-14,wb,West Bengal,New Cases,389,Jun 14,389,Jun 14: 389 New Cases
2020-06-15,wb,West Bengal,New Cases,407,Jun 15,407,Jun 15: 407 New Cases
2020-06-16,wb,West Bengal,New Cases,415,Jun 16,415,Jun 16: 415 New Cases
2020-06-17,wb,West Bengal,New Cases,391,Jun 17,391,Jun 17: 391 New Cases
2020-06-18,wb,West Bengal,New Cases,435,Jun 18,435,Jun 18: 435 New Cases
2020-06-19,wb,West Bengal,New Cases,355,Jun 19,355,Jun 19: 355 New Cases
2020-06-20,wb,West Bengal,New Cases,441,Jun 20,441,Jun 20: 441 New Cases
2020-06-21,wb,West Bengal,New Cases,414,Jun 21,414,Jun 21: 414 New Cases
2020-06-22,wb,West Bengal,New Cases,413,Jun 22,413,Jun 22: 413 New Cases
2020-06-23,wb,West Bengal,New Cases,370,Jun 23,370,Jun 23: 370 New Cases
2020-06-24,wb,West Bengal,New Cases,445,Jun 24,445,Jun 24: 445 New Cases
2020-06-25,wb,West Bengal,New Cases,475,Jun 25,475,Jun 25: 475 New Cases
2020-06-26,wb,West Bengal,New Cases,542,Jun 26,542,Jun 26: 542 New Cases
2020-06-27,wb,West Bengal,New Cases,521,Jun 27,521,Jun 27: 521 New Cases
2020-06-28,wb,West Bengal,New Cases,572,Jun 28,572,Jun 28: 572 New Cases
2020-06-29,wb,West Bengal,New Cases,624,Jun 29,624,Jun 29: 624 New Cases
2020-06-30,wb,West Bengal,New Cases,652,Jun 30,652,Jun 30: 652 New Cases
2020-07-01,wb,West Bengal,New Cases,611,Jul  1,611,Jul  1: 611 New Cases
2020-07-02,wb,West Bengal,New Cases,649,Jul  2,649,Jul  2: 649 New Cases
2020-07-03,wb,West Bengal,New Cases,669,Jul  3,669,Jul  3: 669 New Cases
2020-07-04,wb,West Bengal,New Cases,743,Jul  4,743,Jul  4: 743 New Cases
2020-07-05,wb,West Bengal,New Cases,895,Jul  5,895,Jul  5: 895 New Cases
2020-07-06,wb,West Bengal,New Cases,861,Jul  6,861,Jul  6: 861 New Cases
2020-07-07,wb,West Bengal,New Cases,850,Jul  7,850,Jul  7: 850 New Cases
2020-07-08,wb,West Bengal,New Cases,986,Jul  8,986,Jul  8: 986 New Cases
2020-07-09,wb,West Bengal,New Cases,1088,Jul  9,"1,088","Jul  9: 1,088 New Cases"
2020-07-10,wb,West Bengal,New Cases,1198,Jul 10,"1,198","Jul 10: 1,198 New Cases"
2020-07-11,wb,West Bengal,New Cases,1344,Jul 11,"1,344","Jul 11: 1,344 New Cases"
2020-07-12,wb,West Bengal,New Cases,1560,Jul 12,"1,560","Jul 12: 1,560 New Cases"
